"Date","Price","is_interpolated"
1996-10-07,24.49,FALSE
1996-10-08,24.58,FALSE
1996-10-09,24.27,FALSE
1996-10-10,23.59,FALSE
1996-10-11,23.98,FALSE
1996-10-14,24.86,FALSE
1996-10-15,24.73,FALSE
1996-10-16,24.83,FALSE
1996-10-17,24.19,FALSE
1996-10-18,24.53,FALSE
1996-10-21,24.64,FALSE
1996-10-22,24.66,FALSE
1996-10-23,24.07,FALSE
1996-10-24,23.75,FALSE
1996-10-25,24.22,FALSE
1996-10-28,24.18,FALSE
1996-10-29,23.74,FALSE
1996-10-30,23.57,FALSE
1996-10-31,22.67,FALSE
1996-11-01,22.5,FALSE
1996-11-04,22.28,FALSE
1996-11-05,22.19,FALSE
1996-11-06,22.15,FALSE
1996-11-07,22.21,FALSE
1996-11-08,22.98,FALSE
1996-11-11,23.01,FALSE
1996-11-12,22.83,FALSE
1996-11-13,23.89,FALSE
1996-11-14,23.81,FALSE
1996-11-15,23.3,FALSE
1996-11-18,22.87,FALSE
1996-11-19,23.38,FALSE
1996-11-20,22.54,FALSE
1996-11-21,23.13,FALSE
1996-11-22,23.03,FALSE
1996-11-25,22.62,FALSE
1996-11-26,22.74,FALSE
1996-11-27,22.72,FALSE
1996-11-28,22.6,FALSE
1996-11-29,22.77,FALSE
1996-12-02,23.62,FALSE
1996-12-03,23.77,FALSE
1996-12-04,23.78,FALSE
1996-12-05,24.63,FALSE
1996-12-06,24.54,FALSE
1996-12-09,24.1,FALSE
1996-12-10,23.29,FALSE
1996-12-11,22.15,FALSE
1996-12-12,22.52,FALSE
1996-12-13,23.53,FALSE
1996-12-16,24.1,FALSE
1996-12-17,23.7,FALSE
1996-12-18,23.92,FALSE
1996-12-19,23.98,FALSE
1996-12-20,23.46,FALSE
1996-12-23,23.19,FALSE
1996-12-24,23.39,FALSE
1996-12-25,23.4,TRUE
1996-12-26,23.41,TRUE
1996-12-27,23.42,FALSE
1996-12-30,23.69,FALSE
1996-12-31,23.81,FALSE
1997-01-01,24.015,TRUE
1997-01-02,24.22,FALSE
1997-01-03,24.12,FALSE
1997-01-06,24.56,FALSE
1997-01-07,24.59,FALSE
1997-01-08,24.8,FALSE
1997-01-09,24.57,FALSE
1997-01-10,24.34,FALSE
1997-01-13,23.48,FALSE
1997-01-14,23.36,FALSE
1997-01-15,23.84,FALSE
1997-01-16,23.59,FALSE
1997-01-17,22.54,FALSE
1997-01-20,22.58,FALSE
1997-01-21,22.36,FALSE
1997-01-22,22.48,FALSE
1997-01-23,22.42,FALSE
1997-01-24,22.26,FALSE
1997-01-27,22.05,FALSE
1997-01-28,22.25,FALSE
1997-01-29,22.77,FALSE
1997-01-30,23.18,FALSE
1997-01-31,22.52,FALSE
1997-02-03,22.54,FALSE
1997-02-04,22.43,FALSE
1997-02-05,22.47,FALSE
1997-02-06,21.69,FALSE
1997-02-07,20.95,FALSE
1997-02-10,21.13,FALSE
1997-02-11,21.14,FALSE
1997-02-12,20.52,FALSE
1997-02-13,20.49,FALSE
1997-02-14,20.49,FALSE
1997-02-17,20.34,FALSE
1997-02-18,20.39,FALSE
1997-02-19,20.63,FALSE
1997-02-20,20.08,FALSE
1997-02-21,19.79,FALSE
1997-02-24,19.12,FALSE
1997-02-25,19.45,FALSE
1997-02-26,19.58,FALSE
1997-02-27,19.35,FALSE
1997-02-28,18.85,FALSE
1997-03-03,18.92,FALSE
1997-03-04,19.5,FALSE
1997-03-05,19.4,FALSE
1997-03-06,19.7,FALSE
1997-03-07,19.86,FALSE
1997-03-10,19.28,FALSE
1997-03-11,19.24,FALSE
1997-03-12,19.61,FALSE
1997-03-13,19.89,FALSE
1997-03-14,20.14,FALSE
1997-03-17,19.5,FALSE
1997-03-18,20.25,FALSE
1997-03-19,20.32,FALSE
1997-03-20,20.18,FALSE
1997-03-21,19.99,FALSE
1997-03-24,19.59,FALSE
1997-03-25,19.54,FALSE
1997-03-26,19.29,FALSE
1997-03-27,19.38,FALSE
1997-03-28,19.326,TRUE
1997-03-31,19.164,TRUE
1997-04-01,19.11,FALSE
1997-04-02,18.51,FALSE
1997-04-03,18.18,FALSE
1997-04-04,17.68,FALSE
1997-04-07,17.76,FALSE
1997-04-08,17.93,FALSE
1997-04-09,17.75,FALSE
1997-04-10,17.93,FALSE
1997-04-11,17.88,FALSE
1997-04-14,18.19,FALSE
1997-04-15,17.96,FALSE
1997-04-16,17.81,FALSE
1997-04-17,17.69,FALSE
1997-04-18,17.92,FALSE
1997-04-21,18.34,FALSE
1997-04-22,17.99,FALSE
1997-04-23,18.06,FALSE
1997-04-24,18.41,FALSE
1997-04-25,18.27,FALSE
1997-04-28,18.26,FALSE
1997-04-29,18.61,FALSE
1997-04-30,18.52,FALSE
1997-05-01,18.29,FALSE
1997-05-02,17.97,FALSE
1997-05-05,18.045,TRUE
1997-05-06,18.07,FALSE
1997-05-07,18.16,FALSE
1997-05-08,18.69,FALSE
1997-05-09,18.93,FALSE
1997-05-12,19.72,FALSE
1997-05-13,19.62,FALSE
1997-05-14,19.51,FALSE
1997-05-15,19.44,FALSE
1997-05-16,20.35,FALSE
1997-05-19,20.16,FALSE
1997-05-20,20,FALSE
1997-05-21,20.13,FALSE
1997-05-22,20.18,FALSE
1997-05-23,20,FALSE
1997-05-26,19.415,TRUE
1997-05-27,19.22,FALSE
1997-05-28,19.24,FALSE
1997-05-29,19.48,FALSE
1997-05-30,19.4,FALSE
1997-06-02,19.52,FALSE
1997-06-03,18.9,FALSE
1997-06-04,18.72,FALSE
1997-06-05,18.32,FALSE
1997-06-06,17.7,FALSE
1997-06-09,17.56,FALSE
1997-06-10,17.5,FALSE
1997-06-11,17.35,FALSE
1997-06-12,17.44,FALSE
1997-06-13,17.69,FALSE
1997-06-16,17.86,FALSE
1997-06-17,18.08,FALSE
1997-06-18,17.77,FALSE
1997-06-19,17.78,FALSE
1997-06-20,17.67,FALSE
1997-06-23,17.98,FALSE
1997-06-24,17.87,FALSE
1997-06-25,18.22,FALSE
1997-06-26,17.85,FALSE
1997-06-27,18.18,FALSE
1997-06-30,18.51,FALSE
1997-07-01,18.8,FALSE
1997-07-02,18.92,FALSE
1997-07-03,18.21,FALSE
1997-07-04,18.06,FALSE
1997-07-07,18.19,FALSE
1997-07-08,18.38,FALSE
1997-07-09,18.22,FALSE
1997-07-10,17.96,FALSE
1997-07-11,18.09,FALSE
1997-07-14,17.82,FALSE
1997-07-15,18.39,FALSE
1997-07-16,18.4,FALSE
1997-07-17,18.69,FALSE
1997-07-18,18.12,FALSE
1997-07-21,18.09,FALSE
1997-07-22,18.22,FALSE
1997-07-23,18.39,FALSE
1997-07-24,18.44,FALSE
1997-07-25,18.53,FALSE
1997-07-28,18.41,FALSE
1997-07-29,18.59,FALSE
1997-07-30,18.97,FALSE
1997-07-31,18.94,FALSE
1997-08-01,18.95,FALSE
1997-08-04,19.46,FALSE
1997-08-05,19.52,FALSE
1997-08-06,19.2,FALSE
1997-08-07,18.9,FALSE
1997-08-08,18.48,FALSE
1997-08-11,18.58,FALSE
1997-08-12,18.85,FALSE
1997-08-13,18.99,FALSE
1997-08-14,19.19,FALSE
1997-08-15,18.99,FALSE
1997-08-18,18.93,FALSE
1997-08-19,19.07,FALSE
1997-08-20,18.96,FALSE
1997-08-21,18.51,FALSE
1997-08-22,18.54,FALSE
1997-08-25,18.285,TRUE
1997-08-26,18.2,FALSE
1997-08-27,18.56,FALSE
1997-08-28,18.4,FALSE
1997-08-29,18.51,FALSE
1997-09-01,18.43,FALSE
1997-09-02,18.44,FALSE
1997-09-03,18.37,FALSE
1997-09-04,18.26,FALSE
1997-09-05,18.47,FALSE
1997-09-08,18.33,FALSE
1997-09-09,18.28,FALSE
1997-09-10,18.3,FALSE
1997-09-11,18.3,FALSE
1997-09-12,18.26,FALSE
1997-09-15,18.23,FALSE
1997-09-16,18.58,FALSE
1997-09-17,18.41,FALSE
1997-09-18,18.41,FALSE
1997-09-19,18.4,FALSE
1997-09-22,18.63,FALSE
1997-09-23,18.64,FALSE
1997-09-24,18.8,FALSE
1997-09-25,19.14,FALSE
1997-09-26,19.56,FALSE
1997-09-29,19.95,FALSE
1997-09-30,19.9,FALSE
1997-10-01,19.82,FALSE
1997-10-02,20.48,FALSE
1997-10-03,21.61,FALSE
1997-10-06,20.64,FALSE
1997-10-07,20.69,FALSE
1997-10-08,20.82,FALSE
1997-10-09,20.79,FALSE
1997-10-10,20.73,FALSE
1997-10-13,20.14,FALSE
1997-10-14,19.58,FALSE
1997-10-15,19.51,FALSE
1997-10-16,19.79,FALSE
1997-10-17,19.75,FALSE
1997-10-20,19.77,FALSE
1997-10-21,19.75,FALSE
1997-10-22,20.34,FALSE
1997-10-23,20.02,FALSE
1997-10-24,19.89,FALSE
1997-10-27,19.99,FALSE
1997-10-28,19.43,FALSE
1997-10-29,19.64,FALSE
1997-10-30,20.1,FALSE
1997-10-31,20.02,FALSE
1997-11-03,19.95,FALSE
1997-11-04,19.61,FALSE
1997-11-05,19.38,FALSE
1997-11-06,19.47,FALSE
1997-11-07,19.79,FALSE
1997-11-10,19.45,FALSE
1997-11-11,19.6,FALSE
1997-11-12,19.52,FALSE
1997-11-13,19.78,FALSE
1997-11-14,20.05,FALSE
1997-11-17,19.38,FALSE
1997-11-18,19.22,FALSE
1997-11-19,19.18,FALSE
1997-11-20,18.68,FALSE
1997-11-21,18.88,FALSE
1997-11-24,19.09,FALSE
1997-11-25,19.09,FALSE
1997-11-26,18.56,FALSE
1997-11-27,18.76,FALSE
1997-11-28,18.94,FALSE
1997-12-01,18.16,FALSE
1997-12-02,18.19,FALSE
1997-12-03,18.17,FALSE
1997-12-04,18,FALSE
1997-12-05,18.13,FALSE
1997-12-08,18.15,FALSE
1997-12-09,17.92,FALSE
1997-12-10,17.42,FALSE
1997-12-11,17.41,FALSE
1997-12-12,17.31,FALSE
1997-12-15,17.26,FALSE
1997-12-16,17.22,FALSE
1997-12-17,17.4,FALSE
1997-12-18,17.8,FALSE
1997-12-19,17.53,FALSE
1997-12-22,17.28,FALSE
1997-12-23,17.33,FALSE
1997-12-24,17.33,FALSE
1997-12-25,17.184,TRUE
1997-12-26,17.038,TRUE
1997-12-29,16.6,FALSE
1997-12-30,16.67,FALSE
1997-12-31,16.52,FALSE
1998-01-01,16.47,TRUE
1998-01-02,16.42,FALSE
1998-01-05,15.79,FALSE
1998-01-06,15.67,FALSE
1998-01-07,15.61,FALSE
1998-01-08,15.72,FALSE
1998-01-09,15.5,FALSE
1998-01-12,15.33,FALSE
1998-01-13,15.38,FALSE
1998-01-14,15.35,FALSE
1998-01-15,15.44,FALSE
1998-01-16,15.47,FALSE
1998-01-19,15.83,FALSE
1998-01-20,15.4,FALSE
1998-01-21,15.26,FALSE
1998-01-22,15,FALSE
1998-01-23,14.74,FALSE
1998-01-26,15.77,FALSE
1998-01-27,15.79,FALSE
1998-01-28,16.08,FALSE
1998-01-29,16.59,FALSE
1998-01-30,15.96,FALSE
1998-02-02,15.68,FALSE
1998-02-03,15.17,FALSE
1998-02-04,15.05,FALSE
1998-02-05,15.22,FALSE
1998-02-06,15.3,FALSE
1998-02-09,15.24,FALSE
1998-02-10,15.03,FALSE
1998-02-11,14.59,FALSE
1998-02-12,14.55,FALSE
1998-02-13,14.85,FALSE
1998-02-16,14.48,FALSE
1998-02-17,14.41,FALSE
1998-02-18,14.94,FALSE
1998-02-19,14.85,FALSE
1998-02-20,14.67,FALSE
1998-02-23,13.83,FALSE
1998-02-24,13.83,FALSE
1998-02-25,13.91,FALSE
1998-02-26,14.03,FALSE
1998-02-27,14.17,FALSE
1998-03-02,14.05,FALSE
1998-03-03,13.92,FALSE
1998-03-04,13.92,FALSE
1998-03-05,14,FALSE
1998-03-06,13.59,FALSE
1998-03-09,12.98,FALSE
1998-03-10,13,FALSE
